registration_id,email,first_name,last_name,phone,birthdate,parent_email,assigned_role,team_name,age_group,fee_amount,payment_status,gear_item,gear_size,gear_quantity,registered_at
6147,noah.garcia21@outlook.com,Noah,Garcia,555-1664,1994-04-20,,volunteer,U10 Storm,U10,45.00,unpaid,Cleats,XL,3,2026-06-27 13:43:00
6148,ava.oakley15@hotmail.com,Ava,Oakley,555-9300,1990-03-27,,volunteer,U10 Storm,U10,60.00,unpaid,Shorts,YM,3,2026-06-15 10:38:00
6149,james.martinez19@corp.io,James,Martinez,555-8676,1983-03-03,,parent,U12 Bears,U12,30.00,unpaid,Cleats,M,3,2026-06-02 17:35:00
6150,william.jones2@hotmail.com,William,Jones,555-5354,1974-06-11,,parent,U14 Eagles,U14,10.00,paid,Socks,S,1,2026-06-09 12:13:00
6151,noah.johnson62@yahoo.com,Noah,Johnson,555-4405,1974-03-21,,parent,U14 Cobras,U14,20.00,partial,Socks,S,2,2026-06-30 14:47:00
6152,oliver.davis99@yahoo.com,Oliver,Davis,555-8549,1975-01-22,,volunteer,U10 Storm,U10,20.00,paid,Cleats,YL,1,2026-06-16 14:23:00
6153,emma.rodriguez32@corp.io,Emma,Rodriguez,555-5679,1983-06-25,,volunteer,U12 Bears,U12,20.00,unpaid,Socks,YM,1,2026-06-17 11:55:00
6154,isabella.johnson73@yahoo.com,Isabella,Johnson,555-3601,1992-10-08,,coach,U10 Storm,U10,25.00,paid,Jersey,YS,1,2026-06-09 12:37:00
6155,ava.garcia58@yahoo.com,Ava,Garcia,555-2615,1982-10-20,,parent,U12 Lightning,U12,15.00,unpaid,Socks,YS,1,2026-06-23 12:00:00
6156,olivia.hopper73@outlook.com,Olivia,Hopper,555-8677,1980-02-11,,coach,U10 Storm,U10,10.00,paid,Cleats,YM,1,2026-06-19 14:05:00
6157,liam.miller88@gmail.com,Liam,Miller,555-3998,1979-07-22,,parent,U10 Tigers,U10,40.00,unpaid,Cleats,S,2,2026-06-07 10:25:00
6158,isabella.brown55@gmail.com,Isabella,Brown,555-2127,1983-04-30,,coach,U14 Cobras,U14,60.00,paid,Cleats,L,3,2026-06-23 08:16:00
6159,emma.miller19@yahoo.com,Emma,Miller,555-8892,1984-10-31,,parent,U14 Cobras,U14,30.00,paid,Cleats,YM,2,2026-06-11 11:47:00
6160,timmy.hopper64@corp.io,Timmy,Hopper,555-3184,1980-02-20,,volunteer,U10 Tigers,U10,25.00,partial,Jersey,XL,1,2026-06-20 10:30:00
6161,william.jones19@outlook.com,William,Jones,555-4395,1995-04-01,,coach,U12 Lightning,U12,20.00,partial,Socks,YL,1,2026-06-13 13:54:00
6162,isabella.oakley25@yahoo.com,Isabella,Oakley,555-1243,2016-02-27,parent_oakley@gmail.com,Player,U12 Bears,U12,15.00,unpaid,Shorts,XL,1,2026-06-24 12:43:00
6163,james.garcia56@gmail.com,James,Garcia,555-5637,2016-09-06,parent_garcia@hotmail.com,player,U10 Storm,U10,40.00,partial,Socks,YS,2,2026-06-20 15:36:00
6164,oliver.rodriguez1@gmail.com,Oliver,Rodriguez,555-9609,1992-07-03,,coach,U14 Eagles,U14,50.00,paid,Jersey,YM,2,2026-06-18 09:25:00
6165,james.williams92@yahoo.com,James,Williams,555-4534,2015-06-29,parent_williams@corp.io,player,U10 Storm,U10,20.00,unpaid,Cleats,L,1,2026-06-11 12:16:00
6166,oliver.martinez16@corp.io,Oliver,Martinez,555-7400,1978-08-23,,parent,U12 Lightning,U12,15.00,unpaid,Socks,YM,1,2026-06-07 16:35:00
6167,ava.johnson11@outlook.com,Ava,Johnson,555-8957,1978-10-28,,parent,U12 Bears,U12,80.00,paid,Socks,YM,4,2026-06-15 11:48:00
6168,olivia.rodriguez97@hotmail.com,Olivia,Rodriguez,555-6524,2014-01-09,parent_rodriguez@corp.io,player,U10 Storm,U10,10.00,paid,Shorts,M,1,2026-06-27 08:53:00
6169,james.jones54@corp.io,James,Jones,555-6715,1971-05-22,,coach,U14 Eagles,U14,20.00,unpaid,Shorts,YL,1,2026-06-01 14:56:00
6170,isabella.vance96@gmail.com,Isabella,Vance,555-8729,1981-04-10,,coach,U10 Storm,U10,10.00,partial,Socks,S,1,2026-06-24 14:26:00
6171,isabella.johnson44@corp.io,Isabella,Johnson,555-4578,1983-03-15,,parent,U12 Lightning,U12,10.00,paid,Cleats,YL,1,2026-06-18 15:50:00
6172,sophia.hopper39@corp.io,Sophia,Hopper,555-6022,1987-02-26,,parent,U14 Eagles,U14,20.00,partial,Shorts,L,1,2026-06-29 11:48:00
6173,sarah.smith18@gmail.com,Sarah,Smith,555-7767,1977-09-20,,parent,U12 Bears,U12,15.00,unpaid,Shorts,YS,1,2026-06-19 15:10:00
6174,william.miller29@hotmail.com,William,Miller,555-5061,1982-11-03,,coach,U12 Lightning,U12,25.00,unpaid,Jersey,YS,1,2026-06-12 15:42:00
6175,timmy.jones7@outlook.com,Timmy,Jones,555-6358,1980-11-07,,coach,U12 Bears,U12,15.00,partial,Shorts,S,1,2026-06-02 13:57:00
6176,james.martinez40@yahoo.com,James,Martinez,555-2927,2018-03-16,parent_martinez@yahoo.com,player,U12 Bears,U12,20.00,paid,Cleats,YL,1,2026-06-19 16:27:00
6177,emma.vance87@hotmail.com,Emma,Vance,555-1070,1993-02-01,,parent,U12 Bears,U12,10.00,partial,Cleats,YM,1,2026-06-14 13:33:00
6178,sophia.johnson20@corp.io,Sophia,Johnson,555-8431,1990-01-27,,parent,U10 Tigers,U10,10.00,unpaid,Socks,YM,1,2026-06-06 09:33:00
6179,william.jones35@outlook.com,William,Jones,555-3304,1995-04-19,,volunteer,U10 Tigers,U10,40.00,unpaid,Socks,YL,2,2026-06-25 13:27:00
6180,alex.oakley7@yahoo.com,Alex,Oakley,555-5772,1976-04-02,,parent,U12 Bears,U12,50.00,partial,Jersey,YM,2,2026-06-17 13:43:00
6181,daniel.hopper42@outlook.com,Daniel,Hopper,555-1097,1974-02-10,,volunteer,U14 Eagles,U14,30.00,paid,Socks,XL,2,2026-06-13 08:47:00
6182,timmy.smith92@gmail.com,Timmy,Smith,555-2774,1980-12-07,,parent,U10 Storm,U10,20.00,unpaid,Cleats,YM,1,2026-06-25 10:03:00
6183,alex.rodriguez27@corp.io,Alex,Rodriguez,555-5100,1995-06-11,,volunteer,U14 Cobras,U14,30.00,paid,Shorts,YM,2,2026-06-11 09:54:00
6184,oliver.brodie78@corp.io,Oliver,Brodie,555-2924,2015-09-01,parent_brodie@gmail.com,player,U12 Bears,U12,25.00,unpaid,Jersey,YS,1,2026-06-07 14:18:00
6185,grace.garcia81@hotmail.com,Grace,Garcia,555-4632,1984-06-01,,parent,U10 Tigers,U10,25.00,partial,Jersey,M,1,2026-06-09 11:11:00
6186,william.rodriguez32@yahoo.com,William,Rodriguez,555-4202,1990-01-27,,parent,U14 Eagles,U14,25.00,partial,Jersey,M,1,2026-06-04 16:08:00
6187,liam.miller25@outlook.com,Liam,Miller,555-8090,2012-08-11,parent_miller@yahoo.com,player,U14 Cobras,U14,40.00,unpaid,Shorts,YS,2,2026-06-02 11:23:00
6188,liam.martinez39@yahoo.com,Liam,Martinez,555-8398,1972-02-04,,volunteer,U12 Bears,U12,20.00,paid,Socks,L,1,2026-06-18 15:29:00
6189,alex.jones16@hotmail.com,Alex,Jones,555-1203,1974-02-23,,volunteer,U10 Tigers,U10,20.00,partial,Cleats,YM,2,2026-06-09 13:23:00
6190,james.rodriguez27@outlook.com,James,Rodriguez,555-7283,2017-12-08,parent_rodriguez@yahoo.com,player,U12 Bears,U12,10.00,unpaid,Cleats,YM,1,2026-06-07 10:22:00
6191,timmy.martinez74@outlook.com,Timmy,Martinez,555-7453,2011-07-22,parent_martinez@yahoo.com,player,U10 Storm,U10,25.00,unpaid,Jersey,M,1,2026-06-28 13:04:00
6192,isabella.williams44@corp.io,Isabella,Williams,555-1521,1974-10-06,,coach,U14 Eagles,U14,25.00,unpaid,Jersey,XL,1,2026-06-29 14:10:00
6193,liam.smith63@hotmail.com,Liam,Smith,555-8250,2016-02-07,parent_smith@gmail.com,player,U10 Storm,U10,15.00,paid,Socks,L,1,2026-06-30 10:17:00
6194,grace.davis35@outlook.com,Grace,Davis,555-3284,1979-04-02,,coach,U14 Cobras,U14,40.00,partial,Socks,YM,2,2026-06-09 09:14:00
6195,emma.jones16@gmail.com,Emma,Jones,555-9761,1982-05-29,,coach,U12 Bears,U12,30.00,paid,Cleats,YL,3,2026-06-11 14:36:00
6196,emma.jones78@hotmail.com,Emma,Jones,555-2270,1978-07-16,,coach,U12 Lightning,U12,15.00,unpaid,Cleats,L,1,2026-06-24 17:11:00
6197,marcus.brodie41@gmail.com,Marcus,Brodie,555-8183,1974-01-01,,coach,U12 Lightning,U12,25.00,unpaid,Jersey,S,1,2026-06-06 17:11:00
6198,noah.miller27@corp.io,Noah,Miller,555-6910,1994-08-11,,parent,U10 Tigers,U10,20.00,unpaid,Socks,YM,1,2026-06-30 08:39:00
6199,oliver.johnson38@yahoo.com,Oliver,Johnson,555-1270,1982-02-03,,volunteer,U10 Tigers,U10,25.00,paid,Jersey,L,1,2026-06-05 17:40:00
6200,oliver.miller89@corp.io,Oliver,Miller,555-4641,1971-11-30,,coach,U10 Tigers,U10,20.00,unpaid,Socks,M,2,2026-06-25 11:43:00
6201,oliver.martinez26@gmail.com,Oliver,Martinez,555-5857,2014-02-16,parent_martinez@outlook.com,player,U10 Tigers,U10,75.00,partial,Jersey,YL,3,2026-06-23 14:12:00
6202,liam.williams12@gmail.com,Liam,Williams,555-8799,2011-08-01,parent_williams@gmail.com,player,U14 Eagles,U14,15.00,partial,Shorts,M,1,2026-06-30 14:16:00
6203,grace.davis79@gmail.com,Grace,Davis,555-7864,1986-09-30,,coach,U12 Lightning,U12,75.00,unpaid,Jersey,S,3,2026-06-23 08:36:00
6204,sarah.martinez67@gmail.com,Sarah,Martinez,555-1860,2010-06-30,parent_martinez@corp.io,player,U14 Cobras,U14,50.00,paid,Jersey,YM,2,2026-06-18 09:17:00
6205,isabella.johnson78@hotmail.com,Isabella,Johnson,555-7003,1983-03-14,,coach,U12 Bears,U12,25.00,unpaid,Jersey,YS,1,2026-06-21 12:30:00
6206,ava.johnson30@corp.io,Ava,Johnson,555-2640,2017-04-01,parent_johnson@hotmail.com,player,U12 Bears,U12,15.00,unpaid,Socks,YL,1,2026-06-25 15:07:00
6207,grace.brown87@outlook.com,Grace,Brown,555-9424,1972-10-09,,parent,U12 Bears,U12,10.00,partial,Cleats,YM,1,2026-06-17 11:16:00
6208,alex.davis47@corp.io,Alex,Davis,555-4685,1981-02-14,,coach,U12 Bears,U12,20.00,paid,Socks,XL,1,2026-06-10 17:16:00
6209,liam.garcia51@gmail.com,Liam,Garcia,555-7360,1995-04-08,,coach,U12 Bears,U12,10.00,partial,Cleats,M,1,2026-06-01 09:11:00
6210,noah.vance64@outlook.com,Noah,Vance,555-6194,1978-08-13,,volunter,U14 Eagles,U14,25.00,paid,Jersey,YS,1,2026-06-30 08:35:00
6211,liam.martinez30@outlook.com,Liam,Martinez,555-4666,1989-06-06,,parent,U10 Tigers,U10,20.00,unpaid,Cleats,YS,1,2026-06-16 12:55:00
6212,sophia.jones91@gmail.com,Sophia,Jones,555-4077,2016-05-30,parent_jones@outlook.com,player,U10 Tigers,U10,10.00,partial,Socks,L,1,2026-06-04 16:12:00
6213,james.williams31@corp.io,James,Williams,555-7880,2011-09-28,parent_williams@yahoo.com,player,U12 Bears,U12,15.00,partial,Socks,YL,1,2026-06-22 13:24:00
6214,emma.miller12@yahoo.com,Emma,Miller,555-7797,1974-03-13,,volunteer,U10 Tigers,U10,10.00,unpaid,Cleats,YM,1,2026-06-28 17:06:00
6215,sarah.oakley34@corp.io,Sarah,Oakley,555-1509,1989-12-28,,coach,U10 Storm,U10,10.00,paid,Cleats,XL,1,2026-06-14 08:55:00
6216,alex.johnson24@corp.io,Alex,Johnson,555-8713,1986-07-18,,parent,U10 Storm,U10,25.00,unpaid,Jersey,YL,1,2026-06-26 11:10:00
6217,alex.smith65@outlook.com,Alex,Smith,555-1823,1970-03-11,,parent,U10 Storm,U10,15.00,paid,Shorts,YM,1,2026-06-25 12:08:00
6218,emma.johnson31@corp.io,Emma,Johnson,555-5770,2016-12-10,parent_johnson@hotmail.com,player,U14 Eagles,U14,25.00,paid,Jersey,M,1,2026-06-10 13:51:00
6219,daniel.brown21@corp.io,Daniel,Brown,555-4628,1981-04-23,,volunteer,U10 Storm,U10,50.00,unpaid,Jersey,M,2,2026-06-19 12:35:00
6220,timmy.oakley76@yahoo.com,Timmy,Oakley,555-1145,1979-09-04,,parent,U14 Cobras,U14,75.00,partial,Jersey,YM,3,2026-06-30 08:55:00
6221,grace.johnson99@outlook.com,Grace,Johnson,555-5734,1986-02-03,,volunteer,U14 Eagles,U14,15.00,paid,Shorts,YM,1,2026-06-24 11:48:00
6222,grace.davis52@gmail.com,Grace,Davis,555-3908,2015-02-01,parent_davis@outlook.com,player,U12 Lightning,U12,60.00,paid,Cleats,XL,3,2026-06-12 14:59:00
6223,liam.williams34@outlook.com,Liam,Williams,555-3144,2016-02-01,parent_williams@outlook.com,player,U10 Tigers,U10,15.00,paid,Shorts,S,1,2026-06-08 13:30:00
6224,isabella.brown56@gmail.com,Isabella,Brown,555-5711,1995-04-02,,volunteer,U14 Cobras,U14,25.00,partial,Jersey,YL,1,2026-06-19 11:41:00
6225,emma.johnson58@outlook.com,Emma,Johnson,555-1323,1988-07-12,,coach,U12 Bears,U12,80.00,partial,Socks,L,4,2026-06-09 15:11:00
6226,noah.garcia60@gmail.com,Noah,Garcia,555-2338,1973-03-04,,parent,U10 Storm,U10,10.00,unpaid,Cleats,XL,1,2026-06-07 14:46:00
6227,oliver.brodie87@outlook.com,Oliver,Brodie,555-8023,2012-11-27,parent_brodie@outlook.com,player,U14 Cobras,U14,30.00,partial,Shorts,L,2,2026-06-12 08:17:00
6228,olivia.vance16@corp.io,Olivia,Vance,555-9417,1981-06-25,,parent,U14 Eagles,U14,25.00,unpaid,Jersey,L,1,2026-06-11 11:19:00
6229,timmy.johnson46@corp.io,Timmy,Johnson,555-1031,1995-05-19,,parent,U12 Bears,U12,15.00,paid,Shorts,S,1,2026-06-12 15:21:00
6230,timmy.rodriguez30@outlook.com,Timmy,Rodriguez,555-4433,1974-11-18,,volunteer,U10 Storm,U10,10.00,partial,Socks,XL,1,2026-06-10 10:02:00
6231,isabella.brown33@hotmail.com,Isabella,Brown,555-5218,1971-10-16,,volunteer,U10 Storm,U10,25.00,unpaid,Jersey,XL,1,2026-06-17 13:15:00
6232,sophia.garcia94@corp.io,Sophia,Garcia,555-2948,1978-10-12,,parent,U14 Eagles,U14,10.00,partial,Cleats,YS,1,2026-06-11 15:49:00
6233,olivia.hopper65@yahoo.com,Olivia,Hopper,555-7292,1977-10-06,,parent,U12 Bears,U12,25.00,partial,Jersey,L,1,2026-06-12 10:19:00
6234,oliver.martinez36@outlook.com,Oliver,Martinez,555-5076,1975-07-20,,volunteer,U10 Tigers,U10,40.00,unpaid,Socks,M,2,2026-06-05 13:32:00
6235,sarah.brodie63@hotmail.com,Sarah,Brodie,555-7424,2015-09-06,parent_brodie@gmail.com,player,U12 Bears,U12,10.00,paid,Shorts,YL,1,2026-06-13 17:17:00
6236,timmy.oakley51@gmail.com,Timmy,Oakley,555-5442,1970-09-29,,volunteer,U10 Tigers,U10,15.00,paid,Shorts,YM,1,2026-06-24 17:16:00
6237,james.johnson95@corp.io,James,Johnson,555-6286,1984-01-02,,volunteer,U12 Lightning,U12,15.00,paid,Socks,M,1,2026-06-28 14:46:00
6238,grace.martinez42@outlook.com,Grace,Martinez,555-6130,1990-06-23,,parent,U10 Storm,U10,60.00,unpaid,Cleats,S,3,2026-06-24 09:20:00
6239,sophia.williams23@gmail.com,Sophia,Williams,555-4748,1990-08-01,,parent,U12 Lightning,U12,25.00,partial,Jersey,YL,1,2026-06-22 12:10:00
6240,isabella.hopper41@outlook.com,Isabella,Hopper,555-4512,1978-07-13,,parent,U14 Cobras,U14,30.00,paid,Socks,M,2,2026-06-14 11:53:00
6241,olivia.hopper52@hotmail.com,Olivia,Hopper,555-6252,1993-03-03,,parent,U12 Bears,U12,20.00,unpaid,Shorts,YL,1,2026-06-16 17:38:00
6242,emma.jones33@gmail.com,Emma,Jones,555-7552,1990-01-28,,parent,U12 Bears,U12,20.00,paid,Shorts,M,1,2026-06-30 16:13:00
6243,sarah.williams58@yahoo.com,Sarah,Williams,555-1213,1992-06-10,,volunteer,U12 Lightning,U12,10.00,partial,Shorts,M,1,2026-06-03 16:48:00
6244,daniel.garcia78@hotmail.com,Daniel,Garcia,555-4046,1992-07-06,,parent,U14 Eagles,U14,10.00,partial,Socks,M,1,2026-06-23 17:13:00
6245,emma.jones56@gmail.com,Emma,Jones,555-5742,1970-09-14,,volunteer,U10 Storm,U10,30.00,unpaid,Cleats,YS,2,2026-06-30 14:26:00
6246,alex.jones72@corp.io,Alex,Jones,555-6103,1980-03-18,,parent,U12 Lightning,U12,75.00,partial,Jersey,YS,3,2026-06-28 16:40:00
6247,emma.martinez53@hotmail.com,Emma,Martinez,555-5090,1980-11-04,,coach,U14 Eagles,U14,75.00,paid,Jersey,S,1,2026-06-09 11:42:00
6248,sophia.johnson93@gmail.com,Sophia,Johnson,555-4389,1992-01-25,,volunteer,U12 Lightning,U12,10.00,paid,Shorts,L,1,2026-06-01 08:49:00
6249,james.vance3@yahoo.com,James,Vance,555-6804,1980-07-02,,coach,U10 Tigers,U10,30.00,partial,Shorts,S,3,2026-06-17 16:39:00
6250,grace.williams39@outlook.com,Grace,Williams,555-9286,2019-10-23,parent_williams@yahoo.com,player,U10 Storm,U10,10.00,unpaid,Shorts,M,1,2026-06-16 15:21:00
6251,marcus.oakley21@corp.io,Marcus,Oakley,555-5960,1980-11-22,,coach,U12 Lightning,U12,10.00,unpaid,Cleats,S,1,2026-06-27 08:21:00
6252,oliver.oakley20@outlook.com,Oliver,Oakley,555-9977,1982-10-27,,parent,U12 Lightning,U12,60.00,unpaid,Socks,YS,4,2026-06-14 09:52:00
6253,daniel.vance87@corp.io,Daniel,Vance,555-1940,1994-06-26,,coachh,U10 Storm,U10,15.00,partial,Socks,YS,1,2026-06-18 14:57:00
6254,sophia.vance72@corp.io,Sophia,Vance,555-1111,2017-08-09,parent_vance@hotmail.com,player,U12 Lightning,U12,30.00,partial,Socks,M,2,2026-06-02 11:43:00
6255,grace.martinez9@corp.io,Grace,Martinez,555-8428,1981-11-06,,parent,U14 Cobras,U14,15.00,paid,Cleats,YS,1,2026-06-25 17:41:00
6256,timmy.vance28@hotmail.com,Timmy,Vance,555-6357,1972-08-03,,parent,U10 Storm,U10,10.00,unpaid,Cleats,YS,1,2026-06-14 17:54:00
6257,oliver.miller24@gmail.com,Oliver,Miller,555-3399,2019-04-05,parent_miller@yahoo.com,player,U14 Eagles,U14,10.00,unpaid,Shorts,YM,1,2026-06-18 10:10:00
6258,daniel.hopper82@corp.io,Daniel,Hopper,555-2897,1972-05-27,,volunteer,U14 Cobras,U14,20.00,paid,Cleats,YM,1,2026-06-18 14:34:00
6259,marcus.rodriguez8@gmail.com,Marcus,Rodriguez,555-5928,1985-09-19,,parent,U12 Lightning,U12,10.00,partial,Cleats,YL,1,2026-06-16 12:58:00
6260,olivia.williams17@yahoo.com,Olivia,Williams,555-2611,1974-04-30,,coach,U14 Eagles,U14,10.00,unpaid,Shorts,M,1,2026-06-25 10:45:00
6261,james.rodriguez12@yahoo.com,James,Rodriguez,555-3589,2015-09-24,parent_rodriguez@corp.io,player,U12 Lightning,U12,15.00,paid,Shorts,XL,1,2026-06-11 12:43:00
6262,alex.oakley30@corp.io,Alex,Oakley,555-4059,1981-08-26,,volunteer,U12 Lightning,U12,80.00,partial,Cleats,YS,4,2026-06-16 17:55:00
6263,sarah.jones53@corp.io,Sarah,Jones,555-1856,2012-11-16,parent_jones@yahoo.com,player,U14 Eagles,U14,30.00,unpaid,Socks,XL,3,2026-06-03 13:59:00
6264,william.miller75@yahoo.com,William,Miller,555-4277,1978-03-07,,parent,U10 Tigers,U10,50.00,unpaid,Jersey,YM,2,2026-06-25 15:07:00
6265,james.oakley86@yahoo.com,James,Oakley,555-7855,1989-01-31,,coach,U14 Cobras,U14,15.00,paid,Socks,YM,1,2026-06-24 17:41:00
6266,olivia.jones47@gmail.com,Olivia,Jones,555-5130,2018-11-28,parent_jones@corp.io,player,U10 Tigers,U10,10.00,paid,Socks,YL,1,2026-06-14 15:04:00
6267,alex.brodie82@hotmail.com,Alex,Brodie,555-9863,1971-07-24,,coach,U14 Cobras,U14,25.00,partial,Jersey,YL,1,2026-06-01 13:07:00
6268,olivia.brodie84@outlook.com,Olivia,Brodie,555-7004,1980-07-21,,parent,U14 Cobras,U14,15.00,unpaid,Shorts,XL,1,2026-06-21 09:46:00
6269,isabella.rodriguez84@corp.io,Isabella,Rodriguez,555-2258,2018-07-21,parent_rodriguez@corp.io,player,U12 Bears,U12,10.00,partial,Shorts,YL,1,2026-06-18 17:00:00
6270,sophia.williams65@corp.io,Sophia,Williams,555-6191,1979-10-28,,volunteer,U12 Lightning,U12,10.00,partial,Cleats,L,1,2026-06-26 11:48:00
6271,emma.oakley73@yahoo.com,Emma,Oakley,555-8450,2012-11-26,parent_oakley@gmail.com,player,U10 Tigers,U10,20.00,paid,Cleats,YL,1,2026-06-24 11:04:00
6272,liam.brodie70@outlook.com,Liam,Brodie,555-8730,2010-07-19,parent_brodie@gmail.com,player,U12 Bears,U12,15.00,unpaid,Socks,S,1,2026-06-21 11:55:00
6273,sophia.rodriguez86@hotmail.com,Sophia,Rodriguez,555-1156,2014-03-13,parent_rodriguez@hotmail.com,player,U10 Storm,U10,75.00,partial,Jersey,M,1,2026-06-25 12:34:00
6274,timmy.brown74@corp.io,Timmy,Brown,555-9988,1985-12-01,,parent,U14 Eagles,U14,25.00,partial,Jersey,M,1,2026-06-11 09:29:00
6275,emma.hopper59@gmail.com,Emma,Hopper,555-9947,1984-01-25,,volunteer,U12 Bears,U12,15.00,paid,Socks,YM,1,2026-06-24 13:53:00
6276,marcus.johnson47@gmail.com,Marcus,Johnson,555-7410,1977-10-24,,Parent ,U12 Bears,U12,20.00,paid,Shorts,YS,1,2026-06-07 12:03:00
6277,grace.davis35@hotmail.com,Grace,Davis,555-6752,1991-06-22,,parent,U14 Cobras,U14,30.00,unpaid,Socks,M,2,2026-06-17 16:06:00
6278,alex.hopper80@outlook.com,Alex,Hopper,555-7689,1988-05-09,,coach,U10 Storm,U10,100.00,unpaid,Jersey,L,4,2026-06-12 09:53:00
6279,william.miller32@outlook.com,William,Miller,555-7391,2010-01-09,parent_miller@corp.io,player,U10 Storm,U10,20.00,paid,Cleats,S,1,2026-06-24 12:53:00
6280,sophia.oakley62@corp.io,Sophia,Oakley,555-1630,1983-11-29,,parent,U12 Lightning,U12,25.00,paid,Jersey,L,1,2026-06-12 08:32:00
6281,sophia.smith4@gmail.com,Sophia,Smith,555-9135,1988-09-06,,volunteer,U10 Storm,U10,15.00,partial,Cleats,S,1,2026-06-22 16:41:00
6282,oliver.martinez17@gmail.com,Oliver,Martinez,555-2404,1986-08-18,,coach,U14 Cobras,U14,20.00,partial,Shorts,S,1,2026-06-07 09:22:00
6283,sophia.miller47@gmail.com,Sophia,Miller,555-1603,1993-03-27,,coach,U10 Tigers,U10,40.00,unpaid,Cleats,M,2,2026-06-24 12:51:00
6284,timmy.garcia10@gmail.com,Timmy,Garcia,555-1425,1975-06-14,,coach,U12 Bears,U12,20.00,partial,Socks,M,1,2026-06-24 15:19:00
6285,marcus.johnson71@outlook.com,Marcus,Johnson,555-6895,1991-09-09,,parent,U10 Storm,U10,20.00,partial,Socks,XL,1,2026-06-07 08:55:00
6286,william.martinez44@yahoo.com,William,Martinez,555-2515,1991-09-18,,coach,U10 Storm,U10,25.00,unpaid,Jersey,M,1,2026-06-27 13:14:00
6287,marcus.vance97@yahoo.com,Marcus,Vance,555-3683,1992-10-28,,coach,U12 Lightning,U12,20.00,partial,Socks,XL,1,2026-06-01 11:13:00
6288,alex.martinez92@outlook.com,Alex,Martinez,555-8337,1985-08-12,,volunteer,U14 Cobras,U14,30.00,partial,Socks,YM,2,2026-06-07 11:00:00
6289,noah.rodriguez87@gmail.com,Noah,Rodriguez,555-2662,1992-03-15,,parent,U14 Cobras,U14,10.00,unpaid,Socks,M,1,2026-06-14 14:08:00
6290,olivia.brown25@outlook.com,Olivia,Brown,555-7154,2018-03-31,parent_brown@yahoo.com,player,U14 Eagles,U14,50.00,paid,Jersey,YM,2,2026-06-18 15:08:00
6291,sophia.jones87@gmail.com,Sophia,Jones,555-4937,1990-06-01,,coach,U12 Bears,U12,25.00,unpaid,Jersey,M,1,2026-06-10 12:28:00
6292,marcus.hopper15@corp.io,Marcus,Hopper,555-7721,2014-09-27,parent_hopper@corp.io,player,U12 Lightning,U12,15.00,paid,Shorts,YS,1,2026-06-03 14:46:00
6293,ava.rodriguez31@hotmail.com,Ava,Rodriguez,555-9534,1975-09-24,,volunteer,U12 Bears,U12,15.00,partial,Cleats,YM,1,2026-06-22 11:15:00
6294,marcus.jones92@gmail.com,Marcus,Jones,555-8558,1971-11-15,,parent,U12 Lightning,U12,15.00,unpaid,Socks,M,1,2026-06-06 15:48:00
6295,daniel.williams2@outlook.com,Daniel,Williams,555-6698,1986-02-20,,parent,U12 Lightning,U12,50.00,partial,Jersey,S,2,2026-06-01 09:52:00
6296,grace.jones83@corp.io,Grace,Jones,555-4961,1973-05-06,,coach,U14 Cobras,U14,20.00,partial,Cleats,YS,1,2026-06-27 12:31:00
6297,emma.smith78@yahoo.com,Emma,Smith,555-2152,1983-01-01,,volunteer,U10 Storm,U10,20.00,unpaid,Cleats,XL,1,2026-06-21 08:10:00
6298,daniel.hopper52@hotmail.com,Daniel,Hopper,555-5446,1979-04-11,,coach,U10 Tigers,U10,75.00,unpaid,Jersey,YL,1,2026-06-10 13:16:00
6299,daniel.oakley37@yahoo.com,Daniel,Oakley,555-3228,1990-02-27,,volunteer,U14 Cobras,U14,25.00,paid,Jersey,M,1,2026-06-30 12:16:00
6300,daniel.smith53@corp.io,Daniel,Smith,555-8292,2019-12-14,parent_smith@yahoo.com,player,U12 Lightning,U12,60.00,unpaid,Socks,S,4,2026-06-01 15:41:00
6301,olivia.oakley49@corp.io,Olivia,Oakley,555-9748,1979-08-09,,volunteer,U10 Tigers,U10,50.00,paid,Jersey,YS,2,2026-06-12 09:52:00
6302,daniel.johnson79@hotmail.com,Daniel,Johnson,555-5603,1989-05-10,,coach,U12 Lightning,U12,100.00,paid,Jersey,S,4,2026-06-12 08:53:00
6303,sarah.miller53@hotmail.com,Sarah,Miller,555-9945,2017-02-20,parent_miller@gmail.com,player,U12 Bears,U12,15.00,paid,Cleats,YM,1,2026-06-04 08:53:00
6304,noah.williams78@gmail.com,Noah,Williams,555-1546,2018-10-11,parent_williams@corp.io,player,U14 Eagles,U14,10.00,paid,Cleats,L,1,2026-06-30 09:13:00
6305,william.hopper18@corp.io,William,Hopper,555-5930,1990-07-30,,coach,U14 Eagles,U14,100.00,unpaid,Jersey,S,4,2026-06-14 14:11:00
6306,liam.brodie91@outlook.com,Liam,Brodie,555-2989,1977-07-11,,coach,U10 Storm,U10,15.00,paid,Socks,L,1,2026-06-11 10:48:00
6307,sarah.hopper31@corp.io,Sarah,Hopper,555-6990,2010-03-13,parent_hopper@corp.io,Player,U10 Storm,U10,60.00,unpaid,Shorts,YL,4,2026-06-24 14:38:00
6308,noah.hopper80@corp.io,Noah,Hopper,555-5719,1970-02-24,,volunteer,U14 Eagles,U14,15.00,partial,Cleats,XL,1,2026-06-12 17:45:00
